id_user,timestamp,source,message,category
4621,2024-11-01,livechat,"""The limit was €150. I then have to pay out the amount. I would like to continue playing""",withdrawal_issues
5147,2024-11-01,livechat,"""right. okay well have a good day, thank you!""",other_issues
1122,2024-11-01,telegram,"""I just deposited money and I did one spin and it took it all away all my money's gone how is that""",game_issues
5232,2024-11-01,livechat,"""that's random haha""",other_issues
5047,2024-11-01,livechat,"""in othe convo but my phone died""",other_issues
4421,2024-11-01,livechat,"""Hello I placed 9th in jackpot spins for last month""",other_issues
710,2024-11-01,livechat,"""Payment system account used by another user problem""",account_issues
4157,2024-11-01,livechat,"""i am concerned""",other_issues
406,2024-11-01,telegram,"""Ok Gotit now thx""",other_issues
4073,2024-11-01,livechat,"""But on my end it isn’t “pending” it says completed""",payment_issues
4133,2024-11-01,livechat,"""That percentage. Bar has not moved hundreds dollars sits there does it work""",technical_issues
4958,2024-11-01,livechat,"""\nNone of those reasons applied to me, so can you please check my deposit?""",deposit_issues
2623,2024-11-01,livechat,"""PLEASE CONFIRM I DID NOT QUALIFY FOR WEEKILY CASHBACK""",bonus_issues
4411,2024-11-01,livechat,"""All good for now""",other_issues
4756,2024-11-01,livechat,"""I wouldn't have wasted my money like that""",other_issues
4134,2024-11-01,livechat,"""Now it says this when I try to play""",other_issues
4684,2024-11-01,livechat,"""All you said was both my utility bills were dejected!""",other_issues
4857,2024-11-01,livechat,"""I don't know what else to give you!""",other_issues
4429,2024-11-01,livechat,"""It says my account is disabled""",account_issues
4324,2024-11-01,livechat,"""Credit card australian dollars""",payment_issues
1327,2024-11-01,livechat,"""Ok again thx""",other_issues
4342,2024-11-01,livechat,"""\nI want to withdraw to telegram wallet""",withdrawal_issues
72,2024-11-01,telegram,"""Never got my free play after my last bitcoin deposit""",bonus_issues
4938,2024-11-01,livechat,"""Sweet I’ll just report it then""",other_issues
5391,2024-11-01,livechat,"""I live in the USA""",other_issues
1666,2024-11-02,livechat,"""I got kicked off the game and when I lived back in it wwast there""",game_issues
4640,2024-11-02,livechat,"""Send me to someone else""",other_issues
4834,2024-11-02,livechat,"""I’m sorry what is the fiat view""",other_issues
5266,2024-11-02,livechat,"""None of this applies to me.""",other_issues
5050,2024-11-02,livechat,"""ok as you say.""",other_issues
2782,2024-11-02,livechat,"""If you don't mind checking please""",other_issues
5514,2024-11-02,livechat,"""I cant enter website""",login_issues
4741,2024-11-02,livechat,"""Oh okay then, thanks for help tho!, that was All I had 🙂""",other_issues
4729,2024-11-02,livechat,"""Is there 100 free spin sign up bonus""",bonus_issues
5152,2024-11-02,livechat,"""because they were credited immediately then""",payment_issues
5465,2024-11-02,livechat,"""What time did I make the deposit""",deposit_issues
4747,2024-11-02,livechat,"""that’s why I chatted in to ask when they’d be credited.  I don’t have special needs, if they were showing as expired I wouldn’t ask when they’ll be credited.  I would’ve asked for an exception""",bonus_issues
4507,2024-11-02,livechat,"""maybe I bet too much""",other_issues
1498,2024-11-02,livechat,"""it was buy bonues""",bonus_issues
5256,2024-11-02,livechat,"""Are you guys gonna put money in my fucking account because of your game glitching I bet fucking not""",withdrawal_issues
268,2024-11-02,telegram,"""I was. Credited 60 an I activated it but it d not showing up""",bonus_issues
4954,2024-11-02,livechat,"""No that's all""",other_issues
752,2024-11-02,livechat,"""I had wagered through""",game_issues
4566,2024-11-02,livechat,"""can i get some free spins please""",bonus_issues
5098,2024-11-02,livechat,"""The spins wasn’t working so I canceled them bc I thot it would come thru after..""",game_issues
1934,2024-11-02,livechat,"""Hello Paul""",other_issues
2318,2024-11-02,livechat,"""Deactivated""",other_issues
4737,2024-11-02,livechat,"""It even said it on your signup page""",other_issues
4495,2024-11-02,livechat,"""It went straight to you""",other_issues
5474,2024-11-02,livechat,"""Can you send me new ppasdword""",account_issues
4526,2024-11-02,livechat,"""I need to speak with someone higher up cause this is bs""",other_issues
1861,2024-11-02,livechat,"""I was wondering how to I claim the second part of my welcome package? Last time for the first part you guys manually entered my free spins""",bonus_issues
5237,2024-11-02,livechat,"""entering into our country and stealing the money. it's a violation to the country laws and harming the country economy and potentially committing financial frauds and thefts""",other_issues
302,2024-11-02,telegram,"""Expired. I just received them a few days ago. I cannot use them until I am either out of funds or cash out correct? I work on receiving those by playing real money. Why would they expire so quickly before I get a chance to use them?""",bonus_issues
302,2024-11-02,telegram,"""Hello, I had 20, 30 & 75 free spins. They have been removed from my account. Please advise.""",bonus_issues
4668,2024-11-02,livechat,"""Hi was in a bonus and it didn’t pay me my winnings""",bonus_issues
2047,2024-11-02,livechat,"""It was to u guys""",other_issues
5045,2024-11-02,livechat,"""Ok thankyou""",other_issues
1232,2024-11-02,telegram,"""I tried to withdrawl money from your site it says on my transactiion it was cancelled""",withdrawal_issues
176,2024-11-02,telegram,"""Hello I know how to find the equivalent code the second three bonuses and I do not know how to do please and we hope to help""",bonus_issues
176,2024-11-02,telegram,"""I wish to help me to know where the reward code is""",bonus_issues
2939,2024-11-02,livechat,"""I sent 6 or 7 yesterday""",other_issues
5662,2024-11-02,livechat,"""One second I'll get it for you""",other_issues
68,2024-11-02,telegram,"""I figured :/ thanks anyways ❤️""",other_issues
2947,2024-11-02,livechat,"""About the VIP program""",other_issues
5657,2024-11-02,livechat,"""Do you have a data leak? Why am i getting this""",technical_issues
1213,2024-11-02,telegram,"""I never received my deposit from moonpay""",payment_issues
1833,2024-11-02,livechat,"""Where and how?""",other_issues
4760,2024-11-02,livechat,"""I cant ringt in english  sorry bur you can translater""",other_issues
1277,2024-11-02,telegram,"""what other accounts are linked""",account_issues
5104,2024-11-02,livechat,"""It’s not about that it’s about the algorithm""",other_issues
6142,2024-11-02,livechat,"""I appreciate that was just sensing to cover my basis thanks again I’ll be despairing again soon gotta get that next level lol""",other_issues
5642,2024-11-02,livechat,"""I would like to close/delete my account""",account_issues
4785,2024-11-02,livechat,"""I have been using this site long time so I know when to get them or what not""",other_issues
5493,2024-11-02,livechat,"""n then its not there""",other_issues
1468,2024-11-02,livechat,"""Can you say me where is my lvl up bonus?""",bonus_issues
3772,2024-11-02,livechat,"""It has been over an hour""",other_issues
5055,2024-11-02,livechat,"""I think i dont get them :(""",game_issues
5959,2024-11-03,livechat,"""the game with 163 won""",game_issues
1292,2024-11-03,telegram,"""Did u enjoy our chat?""",other_issues
5173,2024-11-03,livechat,"""And that’s fine but you stated above that “as far as you can see the games paid me accordingly”""",other_issues
2191,2024-11-03,livechat,"""Also had a couple identity breaches""",account_issues
4835,2024-11-03,livechat,"""It said cash out time 6 mins""",withdrawal_issues
5206,2024-11-03,livechat,"""Hi I’m trying to activate my 20 free spins and once I select game it just won’t load is there something wrong with your end or can you help me activate""",game_issues
493,2024-11-03,livechat,"""i clicked on the 25 free spins in my account rewarda but it isnt doing the bonus spins?""",bonus_issues
4290,2024-11-03,livechat,"""Yesterday I tried to cash out""",withdrawal_issues
130,2024-11-03,telegram,"""That doesnt make any sense whatsoever there is no logic in that and the fact that you are secretive about it makes it seem unjust especially when it's going incredibly slow ...  I had to have spent close to 500$ if not more to get 65 percent of the way there? Guaranteed out of the 100 spins I will win about thirty six cents.""",bonus_issues
1300,2024-11-03,telegram,"""I activated my 100 free spins but I had to refresh my page after only 3 but when I did the rest of my free spins aren’t loading""",game_issues
1300,2024-11-03,telegram,"""I tried everything you suggested and they still don’t work""",technical_issues
5954,2024-11-03,livechat,"""I tried all that""",other_issues
5848,2024-11-03,livechat,"""I’m in Australia""",other_issues
1367,2024-11-03,livechat,"""it is saying my account is dissabled""",account_issues
3773,2024-11-03,livechat,"""I have since made a new account but I'm very hesitant to even use your site anymore""",account_issues
4682,2024-11-03,livechat,"""Give me mynmoney""",withdrawal_issues
5439,2024-11-03,livechat,"""my friends in Australia can login""",login_issues
4971,2024-11-03,livechat,"""You said jack can you.please release.my account free ? You guys locked it up a few days back but I am hoping with time for good behavior you will consider nearly release""",account_issues
6075,2024-11-03,livechat,"""Yes it's my friend's WiFi""",other_issues
5201,2024-11-03,livechat,"""Can I ask that when ur talking to me that u actrully only talk to me""",other_issues
577,2024-11-03,livechat,"""Hey Adam are second chance spins going out soon""",bonus_issues
5638,2024-11-03,livechat,"""Why is my pending deposit link coming up to a page showing a error""",payment_issues
5109,2024-11-03,livechat,"""  If it did just cancel my account olease""",account_issues
956,2024-11-03,telegram,"""I sent some XRP from wallet to my account but did not see the memo before sending.... will this still credit to my account?""",payment_issues
5927,2024-11-03,livechat,"""Because it’s impossible to win and I don’t feel like wasting anymore money""",game_issues
5137,2024-11-03,livechat,"""But when I don’t have the amount on my account to bet it will not bet /spin and I did not have 5000 to bet in the first place it was chosen in error so why did it dpin""",game_issues
2001,2024-11-03,livechat,"""Thus making it where people don't have to do this every time they are confused and or wondering why they have became an inactive player all of a sudden""",other_issues
4897,2024-11-03,livechat,"""Aha now i got it""",other_issues
5540,2024-11-03,livechat,"""Whaaaa I only have one account""",account_issues
5333,2024-11-03,livechat,"""I haven’t received the money back from a deposit I attempted. It was deducted from my account - I will show you the screenshot""",withdrawal_issues
3122,2024-11-03,livechat,"""My identity was frauded barely got my credit card in mail""",account_issues
6205,2024-11-03,livechat,"""is that it?""",other_issues
6138,2024-11-03,livechat,"""will I lose the bonus money?""",bonus_issues
5724,2024-11-03,livechat,"""Hello I was promised 100 free spinn by signing up.  I just receive 20?""",bonus_issues
5705,2024-11-03,livechat,"""what region can I use I have vpn""",technical_issues
1321,2024-11-03,telegram,"""When I log in it says there is account issues detected at the top of my screen in a red box""",account_issues
6273,2024-11-03,livechat,"""I know I havnt got my bonus after i made a deposit for it in that timeframe""",bonus_issues
5219,2024-11-03,livechat,"""no one else has logged in to my internett adress, and i’ve only played at my Internett. This is so wrong""",account_issues
5069,2024-11-03,livechat,"""when do I Get or back then?""",other_issues
2076,2024-11-03,livechat,"""I van ask.somebody why my transactjon is still pending?""",payment_issues
6159,2024-11-03,livechat,"""I don't see it""",other_issues
1327,2024-11-03,telegram,"""Because I can not deposit using the card option as it has been taken away a while ago and I do not know how to use cryptocurrency""",deposit_issues
1893,2024-11-03,livechat,"""I know I glitched or got robbed""",game_issues
6176,2024-11-03,livechat,"""Hi I remove daily limit get emeil clicking and it’s not remove show""",technical_issues
6074,2024-11-03,livechat,"""Then you is it that the promotion that i used said 100 free spins not 20""",bonus_issues
5221,2024-11-03,livechat,"""So when do I get my bonus""",bonus_issues
6063,2024-11-03,livechat,"""can I send to casino email address directly""",other_issues
5656,2024-11-03,livechat,"""said that can not send and was on red""",other_issues
4978,2024-11-03,livechat,"""Hi , why isint the Monday bonus showing up for me ?""",bonus_issues
5483,2024-11-03,livechat,"""It was still active and I didn’t receive the promotion""",bonus_issues
2061,2024-11-03,livechat,"""I'm deposited like 30 minutes ago it has like six confirmations but I don't see in my account""",deposit_issues
6159,2024-11-03,livechat,"""It gives an option of Coinbase or it looks like a bitcoin symbol and an address. Do I click the bitcoin symbol address not Coinbase? Sorry.""",payment_issues
1281,2024-11-03,livechat,"""bit starz treasures with ltc coin""",other_issues
5803,2024-11-04,livechat,"""I did so but it wasn't a code""",other_issues
5157,2024-11-04,livechat,"""Hi I cashed out last week Thursday, I had to infill new details because my previous ones were no longer there. The cash out has been cashed out since Thursday and I’m still yet to receive it in my account""",withdrawal_issues
5092,2024-11-04,livechat,"""Quiero jugar desde españa y no me deja""",other_issues
5453,2024-11-04,livechat,"""it was very fast and i was happy""",other_issues
5648,2024-11-04,livechat,"""Hi im sorry this is the 3rd or 4th time they connect me to a speciist""",technical_issues
6102,2024-11-04,livechat,"""I mean they didn't give me free games today they usually give me when I deposit.""",bonus_issues
579,2024-11-04,livechat,"""What.... why would your system allow that to happen this is faulty""",technical_issues
5357,2024-11-04,livechat,""" I tried uploading a pdf version but it will not download""",technical_issues
756,2024-11-04,livechat,"""What's that mean?""",other_issues
5253,2024-11-04,livechat,"""What size?""",other_issues
5074,2024-11-04,livechat,"""No that will be it but it won't let me go to the top of the page to to leave a like by your name??""",other_issues
5632,2024-11-04,livechat,"""Ok I will do that now""",other_issues
6012,2024-11-04,livechat,"""didn’t get that option""",other_issues
5425,2024-11-04,livechat,"""why did you just lie to me tho""",other_issues
5645,2024-11-04,livechat,"""Well, I have to sign that it was sent""",other_issues
2201,2024-11-04,livechat,"""I want talk somebody about cashout""",withdrawal_issues
925,2024-11-04,livechat,"""Ok to not bother you..most easy way is new id new acc and play..tnx on answers""",other_issues
5199,2024-11-04,livechat,"""No there hasn’t been""",other_issues
6416,2024-11-04,livechat,"""Hi, I’m trying to do a withdrawal but it’s not remembering my bank transfer details and I wanted to know why""",withdrawal_issues
2399,2024-11-04,livechat,"""Yes but is almose 24h and is still pending and i dont get any email what is the reason""",payment_issues
4999,2024-11-04,livechat,"""Am i doing something wrong here or wats the deal? I don't wanna miss out on the sign up fs bonus 🙄""",bonus_issues
5925,2024-11-04,livechat,"""Iok thank you as the options to withdraw had changed""",withdrawal_issues
1627,2024-11-04,livechat,"""I didn't see any of my bonuses except for one""",bonus_issues
6396,2024-11-04,livechat,"""It's been 90 minutes since I requested it, are you sure everything is ok?""",withdrawal_issues
5228,2024-11-04,livechat,"""Hey Sean, how are you?""",other_issues
4223,2024-11-04,livechat,"""Only with my New card""",payment_issues
6302,2024-11-04,livechat,"""Hi  I was sent this promo to email and it doesn't seem to be working""",bonus_issues
6161,2024-11-04,livechat,"""It says everything went well""",other_issues
2625,2024-11-04,livechat,"""hi i have a really big problem""",other_issues
5712,2024-11-04,livechat,"""What about the week before that""",other_issues
4909,2024-11-04,livechat,"""this is a really bad platform""",other_issues
6092,2024-11-04,livechat,"""Yes one moment please""",other_issues
6261,2024-11-04,livechat,"""hello is allteady opening mi account.""",account_issues
5266,2024-11-04,livechat,"""Free spins""",bonus_issues
5696,2024-11-04,livechat,"""I’m not used to minimum requirements on the amount of crypto I need to send and sent less than the minimum for bnb coin""",payment_issues
2214,2024-11-04,livechat,"""still here and 1 is gone""",other_issues
6101,2024-11-04,livechat,"""How to play""",game_issues
6537,2024-11-04,livechat,"""Ok so i convert to eth erc-20 at the same time""",other_issues
6039,2024-11-04,livechat,"""reenable my accoun""",account_issues
5149,2024-11-04,livechat,"""whats your position""",other_issues
5111,2024-11-04,livechat,"""in my email. and I would like to know how to activate it because I went to make a deposit, I entered the code and it says it was not registered. and so I did nothing and sent to you. what should i do?""",bonus_issues
6318,2024-11-04,livechat,"""So when I try to log in it keeps saying wrong password try again""",login_issues
2503,2024-11-04,livechat,"""Hello nova""",other_issues
6142,2024-11-05,livechat,"""My free ten spins""",bonus_issues
5469,2024-11-05,livechat,"""Nvm I got what you said thank u it's working now""",other_issues
6419,2024-11-05,livechat,"""hey i didnt get my weekly free spins""",bonus_issues
146,2024-11-05,telegram,"""It is in blockchain""",technical_issues
5678,2024-11-05,livechat,"""I was logged out bc I sent btc transaction twice""",payment_issues
6144,2024-11-05,livechat,"""Yes l have checked""",other_issues
5777,2024-11-05,livechat,"""Alright thank you""",other_issues
5944,2024-11-05,livechat,"""OK hold on""",other_issues
5751,2024-11-05,livechat,"""ol ill upload it again then ;-)""",other_issues
506,2024-11-05,livechat,"""Cuz I didn't receive it in my account I didn't receive it in my account""",withdrawal_issues
5455,2024-11-05,livechat,"""Still facing issues""",technical_issues
6072,2024-11-05,livechat,"""It's a scam. Nobody gets paid from \""free sign up spins\""""",bonus_issues
5700,2024-11-05,livechat,"""I made a transfer""",deposit_issues
5196,2024-11-05,livechat,"""after but got that""",other_issues
6520,2024-11-05,livechat,"""Okay great thank you""",other_issues
2218,2024-11-05,livechat,"""I clicked yes to the offer then deposited 150""",bonus_issues
5366,2024-11-05,livechat,"""Are you joking me? You can't provide anything?""",other_issues
1774,2024-11-05,livechat,"""Its Monday where I live""",other_issues
6655,2024-11-05,livechat,"""Are you going to answer me or what""",other_issues
6579,2024-11-05,livechat,"""No, if it’s a technical issue then I want my fucking money back all thousand dollars of it""",withdrawal_issues
6042,2024-11-05,livechat,"""I would like to request a CASH BONUS based on my consistent PLAY FOR ALMOST A YEAR!! I have never withdrawn!!! I just keep pumping money into this site without any player advantages at all!!!!""",bonus_issues
2553,2024-11-05,livechat,"""Deactivated""",other_issues
5833,2024-11-05,livechat,"""Hello I was playing ur game crash and it just started taking my money and freezing and kept on repeat taking Money and starting to repeat I couldn't do nothing""",game_issues
6347,2024-11-05,livechat,"""Why in the fuck are you stealing my money? How come I haven’t been able to hit a bonus in over $1000?""",bonus_issues
6348,2024-11-05,livechat,"""what promos can i have please""",bonus_issues
5208,2024-11-05,livechat,"""and you never provide any customer support other than copy and paste messages""",other_issues
5977,2024-11-05,livechat,"""slots* and I won’t accept the bull shit 20 cent free spins""",game_issues
2403,2024-11-05,livechat,"""Please David""",other_issues
5723,2024-11-05,livechat,"""And it still hasn't credited correct""",payment_issues
4847,2024-11-05,livechat,"""Theres nothing wrong with the bill""",other_issues
6632,2024-11-05,livechat,"""It messed up on the last round I played""",game_issues
6447,2024-11-05,livechat,"""Ok It’s up to u I’m cool""",other_issues
1440,2024-11-05,telegram,"""Pending was blue before""",other_issues
2613,2024-11-05,livechat,"""I was just in a chat with Paul, are you able to put me back on to him?""",other_issues
5948,2024-11-05,livechat,"""Oh one more thing""",other_issues
6315,2024-11-05,livechat,"""Oh hi there Mia!""",other_issues
5213,2024-11-05,livechat,"""Hi. Can you put me with a live support agent please?""",other_issues
2250,2024-11-05,livechat,"""Thank so much I really  appreciate  it""",other_issues
1702,2024-11-05,livechat,"""Hello Harvey I need a new wallet address so I can deposit to the site for some reason it is not allowing me to send to that wallet anymore""",deposit_issues
4327,2024-11-05,livechat,"""Have a great day I will let you go I could talk to you all day LOL""",other_issues
3893,2024-11-05,livechat,"""Told you the winnings of the $25 was the final winning of all of the spins that triggered the free spins""",game_issues
3105,2024-11-05,livechat,"""Without being disastrous right LOL never wanted to do that but I do want to display how I feel For someone to visualize very well in their mind""",other_issues
5419,2024-11-05,livechat,"""Didnt get enough bonus of How much i deposit last day I think""",bonus_issues
1183,2024-11-05,livechat,"""That's the screen shot if the block chain that shows that I successfully  deposited onto my account. And I waited till today to contact you guys, because I wasn't sure if the bonus came on right away, or if it came on the next day""",deposit_issues
1675,2024-11-05,livechat,"""The money has not been returned to my bank account""",withdrawal_issues
1468,2024-11-05,telegram,"""I don't see my deposit""",deposit_issues
6564,2024-11-05,livechat,"""and sorry if I made you upset""",other_issues
2754,2024-11-05,livechat,"""Hi I have a question about 200 free spins""",bonus_issues
6634,2024-11-06,livechat,"""This  is my polish id""",other_issues
1831,2024-11-06,livechat,"""This is only one of 200 spins am talking about""",game_issues
6689,2024-11-06,livechat,"""The Halloween voodoo""",other_issues
5866,2024-11-06,livechat,""" this past week I put a lot of money into this casino""",deposit_issues
6250,2024-11-06,livechat,"""I know I was betting real money ok""",game_issues
6423,2024-11-06,livechat,"""yes it closed years ago - I will try and find where the money is now I have th bsb abs the account number""",withdrawal_issues
2414,2024-11-06,livechat,"""I wae just given 10 free spins plAyed them and won a big win on the free games then it said i was i fun mode and reissued 10 more spins why did you all reset te VC ame because won. This is the sec otime""",bonus_issues
6255,2024-11-06,livechat,"""3.1.2 last 4 lines""",technical_issues
5984,2024-11-06,livechat,"""Okay so how do I request it.  Like 0.002 is too much but the 0.001 is only 71""",withdrawal_issues
5942,2024-11-06,livechat,"""None of these apply to me""",other_issues
6673,2024-11-06,livechat,"""Hello. Can you please add code 170mania bonus for me please. I made 2 separate deposits. Support said they would add it manually. I didn’t have enough after my first depoait""",bonus_issues
6202,2024-11-06,livechat,"""no I click on the game gemza under rewards and it takes me to the game just doesn’t play the free spins""",game_issues
6288,2024-11-06,livechat,"""I made a deposit of $30. And the rates must have changed at the very last second, and it's just barely under the minimum.Can you please push it through""",payment_issues
5556,2024-11-06,livechat,"""hey Nicholas""",other_issues
2787,2024-11-06,livechat,"""I withdrew some money and was only supposed to allow me $100 but y'all let me withdraw $110. I thought y'all would take it and then I put more back in I just want to make sure this won't screw me like last time""",withdrawal_issues
5505,2024-11-06,livechat,"""on my account page""",account_issues
6573,2024-11-06,livechat,"""Oh ok      wow.""",other_issues
5778,2024-11-06,livechat,"""Should I try again?""",other_issues
5562,2024-11-06,livechat,"""Hi, I've deposited some ethereum but it has not credited my balance yet""",deposit_issues
3614,2024-11-06,livechat,"""Can you please ask someone if something can be done here""",other_issues
6833,2024-11-06,livechat,"""I tired to use the Wednesday special but it didn't work""",bonus_issues
6062,2024-11-06,livechat,"""Simply a waste of of time for me to have explained or Elaborated the situation when you don’t give a damn let alone do anything about it""",other_issues
3209,2024-11-06,livechat,"""So from $50 there was no win""",game_issues
6607,2024-11-06,livechat,"""So at least I know the details are correct""",other_issues
3041,2024-11-06,livechat,"""How much money have you guys taken so far from people who have not made the minimum deposit amount ? Millions?""",deposit_issues
127,2024-11-06,telegram,"""Hahaha sweet, thanks""",other_issues
1816,2024-11-06,livechat,"""Need to talk about my money""",withdrawal_issues
2885,2024-11-06,livechat,"""COMPENSATE""",other_issues
424,2024-11-06,telegram,"""where are the free spins i thought i got when i deposited""",bonus_issues
2700,2024-11-06,livechat,"""I would like to ask for a refund. I played Wild Bingo and bet one time. I thought I was placing my second bet and then the 3rd one but it uped m,y bet instead to 15 bucks i thought i was pushing the button to spin not place a higher bet""",game_issues
2976,2024-11-06,livechat,"""my account on skrill, i use 2 adresses one is primary the other one secondary i can use them both""",account_issues
127,2024-11-06,telegram,"""Your support is good""",other_issues
2381,2024-11-06,livechat,"""Plus I don’t wanna have more than one and I thought I had one on my current email address I’d like to just make sure I only have one please forgive me""",account_issues
1874,2024-11-06,livechat,"""Well this one has money on it""",deposit_issues
2426,2024-11-06,livechat,"""I didn’t play yet""",game_issues
1579,2024-11-06,livechat,"""could you tell me how many ltc confirmations I have""",other_issues
6459,2024-11-06,livechat,"""another one""",other_issues
107,2024-11-06,telegram,"""Is there something wrong with your games?""",game_issues
3232,2024-11-06,livechat,"""I’m good also , Okay thank you""",other_issues
2656,2024-11-06,livechat,"""I still have not receive""",withdrawal_issues
3048,2024-11-06,livechat,"""I know that I already opened a ticket. But meanwhile I feel scammed and I read I lots of forums, that there are many people with the same Problem and they Never saw the money back. They used all the same payment Method Like me""",withdrawal_issues
3190,2024-11-06,livechat,"""I deposited 3x last night can you tell me how mich I'm eligible for""",deposit_issues
1302,2024-11-06,telegram,"""Why is this not available other sites do for loyal players""",other_issues
446,2024-11-06,telegram,"""What games do i have to play for my bonus wager??""",bonus_issues
5383,2024-11-06,livechat,"""I want to cash out""",withdrawal_issues
448,2024-11-06,telegram,"""I took hours deciding who I was going to choose to make my home for online gambling after having tried at least 30 different sites.  Yours looks the most legit, great games. And I thought the offers were upfront. I read that offer so many times making sure I get value for money.""",other_issues
1200,2024-11-06,livechat,"""I am not talking about ltc""",other_issues
2378,2024-11-06,livechat,"""I don’t know how this happened. I have two factor authentication on and everything. This is ridiculous.""",login_issues
254,2024-11-06,livechat,"""The last 3 deposits I have not received""",deposit_issues
191,2024-11-06,livechat,"""I got disconnected from another chat about me not receiving 3 deposits""",payment_issues
310,2024-11-06,telegram,"""NICE!!!!""",other_issues
2766,2024-11-06,livechat,"""and what is the bonus I have gotten in return""",bonus_issues
1215,2024-11-06,telegram,"""Sorry. I made a mistake.   Sent USDT to eth address.  So it is not showing in balance    Please add 8.4 USDT now.""",payment_issues
224,2024-11-06,telegram,"""Hi my birthday was yesterday and I didn’t get gift 🥲""",bonus_issues
285,2024-11-06,telegram,"""Why didn't I receive spins""",bonus_issues
265,2024-11-06,telegram,"""My deposit it says error and pending""",deposit_issues
2119,2024-11-06,livechat,"""I deposited over 100 dollars""",deposit_issues
3413,2024-11-06,livechat,"""Can you take off the bonus?""",bonus_issues
3039,2024-11-07,livechat,"""They say finished not played. As you can see there’s no wager even set""",game_issues
463,2024-11-07,telegram,"""Hi I need to verify my email address but I dnt have access to my email anymore my registered email is ****@gmail.com""",account_issues
2472,2024-11-07,livechat,"""Can I speak to a rep""",other_issues
2291,2024-11-07,livechat,"""Look for the gambling license. you will need that. No company with a valid gambling license is allowed to act like this!!""",other_issues
2311,2024-11-07,livechat,"""on that first page i lost 8 and won 2""",game_issues
2152,2024-11-07,livechat,"""What are you talking about?It's still Wednesday before then.It's only wednesday at five o'clock""",other_issues
355,2024-11-07,telegram,"""Can you look and see what's going on with my deposit that I made recently but it's been over an hour""",deposit_issues
3060,2024-11-07,livechat,"""Yes need to change my email and phone I email but no changes""",account_issues
3440,2024-11-07,livechat,"""I can’t find it anywhere in the history I seen it clearest day popped up on my screen. I had the big pink banner saying level 15 reached you’ve been awarded $200.""",bonus_issues
3264,2024-11-07,livechat,"""When I first started playing the alien fruits two game I saw level up reached you have been awarded $200. I didn’t stop to check it or anything.""",game_issues
3307,2024-11-07,livechat,"""I had just made a deposit not too long before and it went through just fine with the same amount""",deposit_issues
2120,2024-11-07,livechat,"""I win a jackpot""",other_issues
3051,2024-11-07,livechat,"""Were did my money go if I cashed out""",withdrawal_issues
2404,2024-11-07,livechat,"""Hi Lisa how r u""",other_issues
